time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),apparent_temperature (°F),precipitation (inch),rain (inch),snowfall (inch),snow_depth (ft),weather_code (wmo code),cloud_cover (%)
2023-10-26T10:00,67.3,73,58.2,65.1,0.000,0.000,0.000,0.000,3,100
2023-10-26T11:00,66.5,77,59.2,63.9,0.016,0.016,0.000,0.000,51,100
2023-10-26T12:00,64.0,88,60.2,61.6,0.142,0.142,0.000,0.000,63,100
2023-10-26T13:00,63.9,89,60.5,61.9,0.028,0.028,0.000,0.000,53,100
2023-10-26T14:00,64.1,90,61.1,62.5,0.028,0.028,0.000,0.000,53,100
2023-10-26T15:00,64.7,89,61.4,63.1,0.012,0.012,0.000,0.000,51,100
2023-10-26T16:00,65.4,88,61.9,64.4,0.000,0.000,0.000,0.000,3,100
2023-10-26T17:00,64.6,91,61.9,63.7,0.004,0.004,0.000,0.000,51,63
2023-10-26T18:00,63.9,93,61.7,63.6,0.126,0.126,0.000,0.000,63,100
2023-10-26T19:00,65.1,95,63.6,63.4,0.020,0.020,0.000,0.000,53,100
2023-10-26T20:00,65.0,94,63.1,64.1,0.024,0.024,0.000,0.000,53,100
2023-10-26T21:00,65.1,93,63.0,64.6,0.043,0.043,0.000,0.000,55,100
2023-10-26T22:00,64.5,92,62.2,64.3,0.169,0.169,0.000,0.000,63,100
2023-10-26T23:00,64.2,90,61.1,63.1,0.075,0.075,0.000,0.000,61,45
2023-10-27T00:00,63.7,89,60.4,62.0,0.000,0.000,0.000,0.000,1,38
2023-10-27T01:00,63.1,90,60.1,61.6,0.000,0.000,0.000,0.000,1,38
2023-10-27T02:00,62.7,90,59.8,61.3,0.000,0.000,0.000,0.000,0,19
2023-10-27T03:00,62.1,92,59.8,60.9,0.000,0.000,0.000,0.000,1,23
2023-10-27T04:00,61.5,94,59.6,60.6,0.000,0.000,0.000,0.000,1,26
2023-10-27T05:00,61.0,94,59.4,60.2,0.000,0.000,0.000,0.000,1,25
2023-10-27T06:00,60.9,95,59.5,60.0,0.000,0.000,0.000,0.000,3,100
2023-10-27T07:00,62.5,95,61.1,62.7,0.000,0.000,0.000,0.000,3,100
2023-10-27T08:00,63.6,94,61.7,63.2,0.000,0.000,0.000,0.000,3,100
2023-10-27T09:00,64.0,94,62.1,63.7,0.000,0.000,0.000,0.000,3,100
2023-10-27T10:00,65.5,90,62.6,64.9,0.000,0.000,0.000,0.000,3,100
2023-10-27T11:00,66.9,88,63.2,66.1,0.000,0.000,0.000,0.000,3,100
2023-10-27T12:00,68.1,86,63.6,68.0,0.004,0.004,0.000,0.000,51,100
2023-10-27T13:00,69.4,82,63.6,68.5,0.012,0.012,0.000,0.000,51,100
2023-10-27T14:00,68.8,84,63.7,68.3,0.008,0.008,0.000,0.000,51,61
2023-10-27T15:00,68.4,79,61.6,66.4,0.000,0.000,0.000,0.000,2,79
2023-10-27T16:00,64.1,78,57.2,61.2,0.000,0.000,0.000,0.000,2,78
2023-10-27T17:00,60.7,79,54.2,56.7,0.000,0.000,0.000,0.000,3,92
2023-10-27T18:00,58.0,76,50.4,53.3,0.004,0.004,0.000,0.000,51,100
2023-10-27T19:00,50.8,88,47.5,44.9,0.024,0.024,0.000,0.000,53,92
2023-10-27T20:00,48.6,88,45.2,43.0,0.000,0.000,0.000,0.000,1,32
2023-10-27T21:00,47.2,83,42.3,41.3,0.000,0.000,0.000,0.000,3,88
2023-10-27T22:00,44.8,74,37.1,37.1,0.000,0.000,0.000,0.000,2,66
2023-10-27T23:00,41.9,73,33.8,33.7,0.000,0.000,0.000,0.000,0,4
2023-10-28T00:00,39.9,75,32.5,31.9,0.000,0.000,0.000,0.000,0,0
2023-10-28T01:00,39.1,74,31.7,31.9,0.000,0.000,0.000,0.000,0,0
2023-10-28T02:00,38.8,75,31.4,32.4,0.000,0.000,0.000,0.000,0,0
2023-10-28T03:00,38.6,75,31.2,32.2,0.000,0.000,0.000,0.000,0,0
2023-10-28T04:00,38.4,74,31.0,31.9,0.000,0.000,0.000,0.000,0,0
2023-10-28T05:00,38.2,74,30.7,31.6,0.000,0.000,0.000,0.000,0,0
2023-10-28T06:00,37.8,74,30.4,31.0,0.000,0.000,0.000,0.000,0,0
2023-10-28T07:00,38.5,73,30.5,31.7,0.000,0.000,0.000,0.000,0,1
2023-10-28T08:00,40.8,66,30.2,33.0,0.000,0.000,0.000,0.000,1,24
2023-10-28T09:00,42.9,64,31.4,35.1,0.000,0.000,0.000,0.000,3,100
2023-10-28T10:00,44.4,64,33.1,36.9,0.000,0.000,0.000,0.000,3,100
2023-10-28T11:00,46.3,62,34.0,38.9,0.000,0.000,0.000,0.000,3,87
2023-10-28T12:00,48.3,60,35.0,41.2,0.000,0.000,0.000,0.000,3,100
2023-10-28T13:00,48.8,61,35.7,41.6,0.000,0.000,0.000,0.000,3,90
2023-10-28T14:00,49.0,61,36.1,42.1,0.000,0.000,0.000,0.000,3,100
2023-10-28T15:00,48.1,63,36.1,41.3,0.000,0.000,0.000,0.000,3,100
2023-10-28T16:00,47.4,64,35.7,40.7,0.000,0.000,0.000,0.000,3,100
2023-10-28T17:00,46.7,65,35.5,40.4,0.000,0.000,0.000,0.000,3,100
2023-10-28T18:00,46.2,67,35.7,39.9,0.000,0.000,0.000,0.000,3,100
2023-10-28T19:00,46.4,69,36.7,40.5,0.004,0.004,0.000,0.000,51,100
2023-10-28T20:00,45.4,74,37.6,39.1,0.016,0.016,0.000,0.000,51,100
2023-10-28T21:00,44.0,77,37.2,37.2,0.004,0.004,0.000,0.000,51,100
2023-10-28T22:00,44.5,75,36.9,37.5,0.000,0.000,0.000,0.000,3,100
2023-10-28T23:00,44.2,77,37.5,37.7,0.008,0.008,0.000,0.000,51,100
2023-10-29T00:00,43.6,86,39.7,37.5,0.039,0.039,0.000,0.000,55,100
2023-10-29T01:00,44.4,91,41.9,38.8,0.051,0.051,0.000,0.000,61,100
2023-10-29T02:00,44.4,90,41.8,38.8,0.008,0.008,0.000,0.000,51,100
2023-10-29T03:00,44.6,91,42.2,39.2,0.000,0.000,0.000,0.000,3,100
2023-10-29T04:00,43.6,90,40.9,37.4,0.000,0.000,0.000,0.000,3,100
2023-10-29T05:00,42.6,89,39.4,35.5,0.008,0.008,0.000,0.000,51,100
2023-10-29T06:00,42.7,92,40.5,36.2,0.012,0.012,0.000,0.000,51,100
2023-10-29T07:00,43.6,90,40.9,37.1,0.012,0.012,0.000,0.000,51,100
2023-10-29T08:00,44.8,88,41.4,38.0,0.000,0.000,0.000,0.000,3,100
2023-10-29T09:00,45.5,85,41.2,39.1,0.000,0.000,0.000,0.000,3,100
2023-10-29T10:00,45.2,81,39.8,38.5,0.004,0.004,0.000,0.000,51,100
2023-10-29T11:00,44.6,83,39.9,37.9,0.004,0.004,0.000,0.000,51,100
2023-10-29T12:00,46.4,78,40.0,39.8,0.000,0.000,0.000,0.000,3,100
2023-10-29T13:00,45.6,77,38.7,38.4,0.000,0.000,0.000,0.000,3,100
2023-10-29T14:00,45.4,76,38.2,37.7,0.000,0.000,0.000,0.000,3,100
2023-10-29T15:00,44.5,75,37.1,37.0,0.004,0.004,0.000,0.000,51,100
2023-10-29T16:00,43.8,73,35.9,36.8,0.008,0.008,0.000,0.000,51,100
2023-10-29T17:00,42.4,80,36.6,34.8,0.024,0.024,0.000,0.000,53,100
2023-10-29T18:00,40.5,84,35.9,33.2,0.004,0.004,0.000,0.000,51,100
2023-10-29T19:00,40.0,92,37.9,33.6,0.008,0.008,0.000,0.000,51,100
2023-10-29T20:00,39.4,94,37.8,33.6,0.020,0.020,0.000,0.000,53,100
2023-10-29T21:00,39.0,92,36.8,32.8,0.004,0.004,0.000,0.000,51,100
2023-10-29T22:00,38.1,88,34.8,30.6,0.000,0.000,0.000,0.000,3,100
2023-10-29T23:00,36.8,83,32.1,28.4,0.000,0.000,0.000,0.000,3,100
2023-10-30T00:00,35.9,77,29.2,27.3,0.000,0.000,0.000,0.000,3,100
2023-10-30T01:00,35.7,71,27.2,27.0,0.000,0.000,0.000,0.000,3,100
2023-10-30T02:00,35.5,65,25.0,26.7,0.000,0.000,0.000,0.000,1,32
2023-10-30T03:00,33.5,65,22.9,24.5,0.000,0.000,0.000,0.000,1,23
2023-10-30T04:00,32.6,63,21.5,23.5,0.000,0.000,0.000,0.000,0,0
2023-10-30T05:00,31.4,64,20.5,22.3,0.000,0.000,0.000,0.000,0,0
2023-10-30T06:00,30.3,64,19.7,21.4,0.000,0.000,0.000,0.000,0,0
2023-10-30T07:00,30.6,70,22.1,22.2,0.000,0.000,0.000,0.000,0,0
2023-10-30T08:00,32.8,65,22.1,24.3,0.000,0.000,0.000,0.000,0,0
2023-10-30T09:00,34.9,59,22.1,26.5,0.000,0.000,0.000,0.000,0,0
2023-10-30T10:00,37.0,52,21.1,28.0,0.000,0.000,0.000,0.000,0,0
2023-10-30T11:00,38.2,49,20.6,28.8,0.000,0.000,0.000,0.000,0,0
2023-10-30T12:00,39.0,46,20.1,29.6,0.000,0.000,0.000,0.000,0,0
2023-10-30T13:00,39.1,41,17.5,29.3,0.000,0.000,0.000,0.000,0,0
2023-10-30T14:00,38.9,40,16.4,28.8,0.000,0.000,0.000,0.000,0,0
2023-10-30T15:00,38.1,41,16.2,28.1,0.000,0.000,0.000,0.000,0,0
2023-10-30T16:00,36.8,43,16.2,27.4,0.000,0.000,0.000,0.000,0,0
2023-10-30T17:00,34.2,50,17.3,26.2,0.000,0.000,0.000,0.000,0,0
2023-10-30T18:00,32.6,55,18.2,25.1,0.000,0.000,0.000,0.000,0,1
2023-10-30T19:00,31.9,60,19.4,24.4,0.000,0.000,0.000,0.000,0,0
2023-10-30T20:00,30.7,64,19.8,23.1,0.000,0.000,0.000,0.000,0,0
2023-10-30T21:00,29.7,66,19.7,22.1,0.000,0.000,0.000,0.000,0,0
2023-10-30T22:00,29.0,67,19.5,21.1,0.000,0.000,0.000,0.000,0,0
2023-10-30T23:00,28.4,67,18.8,20.3,0.000,0.000,0.000,0.000,0,0
2023-10-31T00:00,27.9,66,18.0,19.6,0.000,0.000,0.000,0.000,0,10
2023-10-31T01:00,27.4,65,17.4,19.2,0.000,0.000,0.000,0.000,1,20
2023-10-31T02:00,27.1,66,17.4,18.7,0.000,0.000,0.000,0.000,0,0
2023-10-31T03:00,26.8,69,18.1,18.4,0.000,0.000,0.000,0.000,0,4
2023-10-31T04:00,27.0,73,19.6,18.4,0.000,0.000,0.000,0.000,2,64
2023-10-31T05:00,28.2,74,21.1,19.2,0.000,0.000,0.000,0.000,3,100
2023-10-31T06:00,29.6,74,22.3,21.2,0.000,0.000,0.000,0.000,3,99
2023-10-31T07:00,30.3,74,22.9,21.8,0.000,0.000,0.000,0.000,3,100
2023-10-31T08:00,30.6,72,22.7,21.0,0.008,0.000,0.055,0.000,71,100
2023-10-31T09:00,32.4,60,20.1,21.3,0.000,0.000,0.000,0.000,0,7
2023-10-31T10:00,34.8,48,16.9,22.7,0.000,0.000,0.000,0.000,2,74
2023-10-31T11:00,34.9,47,16.9,22.4,0.004,0.000,0.028,0.000,71,95
2023-10-31T12:00,34.5,57,21.0,22.1,0.012,0.000,0.083,0.000,73,91
2023-10-31T13:00,34.5,58,21.1,21.5,0.004,0.000,0.028,0.000,71,100
2023-10-31T14:00,35.1,56,21.1,22.9,0.004,0.000,0.028,0.000,71,99
2023-10-31T15:00,35.9,46,17.2,24.3,0.004,0.000,0.028,0.000,71,64
2023-10-31T16:00,36.0,45,16.9,25.6,0.008,0.000,0.055,0.000,71,0
2023-10-31T17:00,33.7,56,19.4,23.1,0.000,0.000,0.000,0.000,1,30
2023-10-31T18:00,32.4,68,23.0,22.6,0.000,0.000,0.000,0.000,3,100
2023-10-31T19:00,35.2,73,27.5,24.6,0.000,0.000,0.000,0.000,3,82
2023-10-31T20:00,34.5,72,26.5,23.8,0.000,0.000,0.000,0.000,0,6
2023-10-31T21:00,33.7,71,25.4,23.1,0.000,0.000,0.000,0.000,0,12
2023-10-31T22:00,33.2,70,24.4,23.5,0.000,0.000,0.000,0.000,0,11
2023-10-31T23:00,32.0,70,23.4,22.9,0.000,0.000,0.000,0.000,0,1
2023-11-01T00:00,30.9,71,22.5,22.1,0.000,0.000,0.000,0.000,0,0
2023-11-01T01:00,29.6,73,22.1,21.2,0.000,0.000,0.000,0.000,0,0
2023-11-01T02:00,28.4,76,22.0,20.2,0.000,0.000,0.000,0.000,0,0
2023-11-01T03:00,27.6,78,21.8,19.8,0.000,0.000,0.000,0.000,0,0
2023-11-01T04:00,26.8,81,21.8,19.1,0.000,0.000,0.000,0.000,0,0
2023-11-01T05:00,25.9,84,21.7,18.3,0.000,0.000,0.000,0.000,0,0
2023-11-01T06:00,25.3,86,21.6,17.7,0.000,0.000,0.000,0.000,0,0
2023-11-01T07:00,25.8,88,22.9,18.8,0.000,0.000,0.000,0.000,0,0
2023-11-01T08:00,29.3,81,24.3,23.0,0.000,0.000,0.000,0.000,0,0
2023-11-01T09:00,33.3,73,25.6,27.0,0.000,0.000,0.000,0.000,0,4
2023-11-01T10:00,36.4,67,26.3,29.2,0.000,0.000,0.000,0.000,0,7
2023-11-01T11:00,38.2,58,24.6,29.9,0.000,0.000,0.000,0.000,3,99
2023-11-01T12:00,39.9,48,21.9,30.3,0.000,0.000,0.000,0.000,2,56
2023-11-01T13:00,39.7,51,23.0,30.4,0.000,0.000,0.000,0.000,2,76
2023-11-01T14:00,39.8,51,23.0,30.7,0.000,0.000,0.000,0.000,1,27
2023-11-01T15:00,39.4,51,22.9,30.4,0.000,0.000,0.000,0.000,0,0
2023-11-01T16:00,38.4,54,23.1,30.0,0.000,0.000,0.000,0.000,0,11
2023-11-01T17:00,35.5,61,23.5,27.9,0.000,0.000,0.000,0.000,1,49
2023-11-01T18:00,34.4,65,23.8,26.7,0.000,0.000,0.000,0.000,3,100
2023-11-01T19:00,34.9,67,25.2,27.1,0.000,0.000,0.000,0.000,3,100
2023-11-01T20:00,36.4,62,24.7,28.3,0.000,0.000,0.000,0.000,3,100
2023-11-01T21:00,36.6,61,24.6,28.1,0.000,0.000,0.000,0.000,3,100
2023-11-01T22:00,36.1,63,24.7,27.3,0.000,0.000,0.000,0.000,3,99
2023-11-01T23:00,34.9,66,24.7,26.4,0.000,0.000,0.000,0.000,2,51
2023-11-02T00:00,33.6,70,24.7,25.1,0.000,0.000,0.000,0.000,1,23
2023-11-02T01:00,32.7,72,24.7,24.1,0.000,0.000,0.000,0.000,0,8
2023-11-02T02:00,32.4,72,24.5,23.8,0.000,0.000,0.000,0.000,1,22
2023-11-02T03:00,31.9,73,24.1,23.5,0.000,0.000,0.000,0.000,1,44
2023-11-02T04:00,31.7,72,23.8,23.1,0.000,0.000,0.000,0.000,3,85
2023-11-02T05:00,31.7,72,23.7,23.1,0.000,0.000,0.000,0.000,3,100
2023-11-02T06:00,31.6,72,23.7,23.0,0.000,0.000,0.000,0.000,3,99
2023-11-02T07:00,33.2,69,24.0,24.7,0.000,0.000,0.000,0.000,3,94
2023-11-02T08:00,35.7,67,26.0,27.7,0.000,0.000,0.000,0.000,2,64
2023-11-02T09:00,39.5,61,27.1,31.1,0.000,0.000,0.000,0.000,3,100
2023-11-02T10:00,42.6,57,28.4,34.0,0.000,0.000,0.000,0.000,3,100
2023-11-02T11:00,44.9,55,29.5,36.0,0.000,0.000,0.000,0.000,3,96
2023-11-02T12:00,47.6,51,30.4,38.7,0.000,0.000,0.000,0.000,1,31
2023-11-02T13:00,49.5,49,31.2,40.5,0.000,0.000,0.000,0.000,0,0
2023-11-02T14:00,50.3,49,32.0,41.4,0.000,0.000,0.000,0.000,1,26
2023-11-02T15:00,50.4,50,32.6,41.8,0.000,0.000,0.000,0.000,2,63
2023-11-02T16:00,48.8,55,33.4,40.9,0.000,0.000,0.000,0.000,3,100
2023-11-02T17:00,46.4,60,33.1,38.8,0.000,0.000,0.000,0.000,3,100
2023-11-02T18:00,45.6,61,33.0,37.7,0.000,0.000,0.000,0.000,3,100
2023-11-02T19:00,46.8,57,32.5,38.4,0.000,0.000,0.000,0.000,3,100
2023-11-02T20:00,46.1,57,31.9,37.6,0.000,0.000,0.000,0.000,3,95
2023-11-02T21:00,45.4,56,30.8,36.8,0.000,0.000,0.000,0.000,3,100
2023-11-02T22:00,44.8,56,29.9,36.0,0.000,0.000,0.000,0.000,1,24
2023-11-02T23:00,44.1,56,29.3,35.0,0.000,0.000,0.000,0.000,0,0
2023-11-03T00:00,43.6,55,28.6,34.1,0.000,0.000,0.000,0.000,3,87
2023-11-03T01:00,43.5,55,28.3,33.8,0.000,0.000,0.000,0.000,2,63
2023-11-03T02:00,43.4,56,28.5,33.6,0.000,0.000,0.000,0.000,1,31
2023-11-03T03:00,43.2,57,28.9,33.3,0.000,0.000,0.000,0.000,2,56
2023-11-03T04:00,43.4,57,29.1,33.4,0.000,0.000,0.000,0.000,3,86
2023-11-03T05:00,43.6,56,28.9,33.6,0.000,0.000,0.000,0.000,3,98
2023-11-03T06:00,43.1,56,28.5,33.3,0.000,0.000,0.000,0.000,2,60
2023-11-03T07:00,43.2,59,29.7,34.0,0.000,0.000,0.000,0.000,3,100
2023-11-03T08:00,45.0,60,31.9,36.7,0.000,0.000,0.000,0.000,3,100
2023-11-03T09:00,47.3,59,33.6,38.9,0.000,0.000,0.000,0.000,3,100
2023-11-03T10:00,49.2,57,34.5,40.7,0.000,0.000,0.000,0.000,3,100
2023-11-03T11:00,51.3,54,35.0,42.5,0.000,0.000,0.000,0.000,3,100
2023-11-03T12:00,52.7,51,35.3,44.0,0.000,0.000,0.000,0.000,3,100
2023-11-03T13:00,52.6,52,35.4,44.3,0.000,0.000,0.000,0.000,3,100
2023-11-03T14:00,52.6,53,36.0,44.9,0.000,0.000,0.000,0.000,3,100
2023-11-03T15:00,52.6,55,36.8,45.0,0.000,0.000,0.000,0.000,3,100
2023-11-03T16:00,52.1,56,36.7,44.8,0.000,0.000,0.000,0.000,3,100
2023-11-03T17:00,51.1,59,37.1,44.9,0.000,0.000,0.000,0.000,3,100
2023-11-03T18:00,50.4,61,37.5,44.8,0.004,0.004,0.000,0.000,51,100
2023-11-03T19:00,51.3,64,39.6,46.8,0.000,0.000,0.000,0.000,3,100
2023-11-03T20:00,50.6,68,40.2,46.6,0.000,0.000,0.000,0.000,3,100
2023-11-03T21:00,50.1,75,42.6,46.6,0.000,0.000,0.000,0.000,3,100
2023-11-03T22:00,51.3,62,38.7,47.6,0.000,0.000,0.000,0.000,3,100
2023-11-03T23:00,49.5,70,40.1,46.9,0.000,0.000,0.000,0.000,3,97
2023-11-04T00:00,47.3,84,42.7,44.5,0.000,0.000,0.000,0.000,3,97
2023-11-04T01:00,45.3,84,40.8,42.1,0.000,0.000,0.000,0.000,3,99
2023-11-04T02:00,43.6,90,40.8,40.3,0.000,0.000,0.000,0.000,3,100
2023-11-04T03:00,43.1,94,41.5,38.5,0.000,0.000,0.000,0.000,2,64
2023-11-04T04:00,43.9,94,42.2,39.3,0.000,0.000,0.000,0.000,0,8
2023-11-04T05:00,44.0,94,42.3,39.5,0.000,0.000,0.000,0.000,0,1
2023-11-04T06:00,42.8,93,40.9,37.6,0.000,0.000,0.000,0.000,0,1
2023-11-04T07:00,42.6,92,40.5,37.8,0.000,0.000,0.000,0.000,0,2
2023-11-04T08:00,45.9,89,42.9,41.5,0.000,0.000,0.000,0.000,0,5
2023-11-04T09:00,49.7,83,44.6,46.0,0.000,0.000,0.000,0.000,0,12
2023-11-04T10:00,52.4,74,44.5,48.4,0.000,0.000,0.000,0.000,0,1
2023-11-04T11:00,54.2,70,44.5,50.4,0.000,0.000,0.000,0.000,0,1
2023-11-04T12:00,55.6,66,44.4,51.5,0.000,0.000,0.000,0.000,1,26
2023-11-04T13:00,56.2,62,43.3,52.0,0.000,0.000,0.000,0.000,0,10
2023-11-04T14:00,56.3,58,41.8,51.9,0.000,0.000,0.000,0.000,0,3
2023-11-04T15:00,56.0,56,40.6,51.7,0.000,0.000,0.000,0.000,0,12
2023-11-04T16:00,53.1,67,42.3,50.1,0.000,0.000,0.000,0.000,0,14
2023-11-04T17:00,48.1,78,41.7,44.5,0.000,0.000,0.000,0.000,0,0
2023-11-04T18:00,45.0,87,41.5,41.3,0.000,0.000,0.000,0.000,0,0
2023-11-04T19:00,43.5,91,40.9,39.7,0.000,0.000,0.000,0.000,0,10
2023-11-04T20:00,42.1,93,40.1,38.5,0.000,0.000,0.000,0.000,0,0
2023-11-04T21:00,41.5,92,39.4,37.7,0.000,0.000,0.000,0.000,0,0
2023-11-04T22:00,40.4,93,38.6,36.4,0.000,0.000,0.000,0.000,0,0
2023-11-04T23:00,38.7,96,37.7,34.5,0.000,0.000,0.000,0.000,0,0
2023-11-05T00:00,38.8,98,38.2,34.9,0.000,0.000,0.000,0.000,0,9
2023-11-05T01:00,38.2,98,37.8,34.1,0.000,0.000,0.000,0.000,1,44
2023-11-05T02:00,36.9,98,36.4,32.4,0.000,0.000,0.000,0.000,3,80
2023-11-05T03:00,35.2,100,35.1,30.0,0.000,0.000,0.000,0.000,3,100
2023-11-05T04:00,35.1,100,35.0,30.3,0.000,0.000,0.000,0.000,3,100
2023-11-05T05:00,36.2,100,36.2,31.8,0.000,0.000,0.000,0.000,3,100
2023-11-05T06:00,35.5,100,35.4,30.6,0.000,0.000,0.000,0.000,3,100
2023-11-05T07:00,35.9,98,35.4,30.2,0.000,0.000,0.000,0.000,3,100
2023-11-05T08:00,38.2,98,37.7,32.5,0.000,0.000,0.000,0.000,3,100
2023-11-05T09:00,43.6,94,42.0,38.6,0.000,0.000,0.000,0.000,3,99
2023-11-05T10:00,47.9,79,41.8,43.6,0.000,0.000,0.000,0.000,2,70
2023-11-05T11:00,52.9,65,41.5,48.1,0.000,0.000,0.000,0.000,3,87
2023-11-05T12:00,55.5,59,41.6,50.5,0.000,0.000,0.000,0.000,3,98
2023-11-05T13:00,56.6,57,41.5,51.1,0.000,0.000,0.000,0.000,3,100
2023-11-05T14:00,56.6,55,40.8,50.9,0.000,0.000,0.000,0.000,3,100
2023-11-05T15:00,55.9,57,40.7,50.7,0.000,0.000,0.000,0.000,3,100
2023-11-05T16:00,54.4,60,40.8,49.4,0.000,0.000,0.000,0.000,3,96
2023-11-05T17:00,52.1,64,40.2,46.8,0.000,0.000,0.000,0.000,3,99
2023-11-05T18:00,50.4,67,39.8,44.6,0.000,0.000,0.000,0.000,1,44
2023-11-05T19:00,52.6,59,38.5,46.0,0.000,0.000,0.000,0.000,3,80
2023-11-05T20:00,51.6,59,37.8,44.6,0.000,0.000,0.000,0.000,3,100
2023-11-05T21:00,50.2,61,37.2,42.9,0.000,0.000,0.000,0.000,3,100
2023-11-05T22:00,50.0,60,36.7,42.2,0.000,0.000,0.000,0.000,3,100
2023-11-05T23:00,49.7,60,36.3,41.4,0.000,0.000,0.000,0.000,3,99
2023-11-06T00:00,49.6,59,35.7,41.1,0.000,0.000,0.000,0.000,3,95
2023-11-06T01:00,49.9,58,35.5,41.5,0.000,0.000,0.000,0.000,3,100
2023-11-06T02:00,50.8,57,36.4,42.2,0.000,0.000,0.000,0.000,3,100
2023-11-06T03:00,50.8,60,37.3,42.1,0.000,0.000,0.000,0.000,3,96
2023-11-06T04:00,51.3,62,38.5,42.7,0.000,0.000,0.000,0.000,3,96
2023-11-06T05:00,52.3,63,40.1,43.1,0.000,0.000,0.000,0.000,3,80
2023-11-06T06:00,52.3,68,42.1,43.5,0.000,0.000,0.000,0.000,2,75
2023-11-06T07:00,53.5,77,46.4,45.7,0.012,0.012,0.000,0.000,51,80
2023-11-06T08:00,55.5,79,49.1,49.1,0.000,0.000,0.000,0.000,3,97
2023-11-06T09:00,58.8,81,53.1,53.5,0.000,0.000,0.000,0.000,3,92
2023-11-06T10:00,62.1,77,54.9,55.6,0.000,0.000,0.000,0.000,3,100
2023-11-06T11:00,63.7,74,55.2,57.6,0.004,0.004,0.000,0.000,51,100
2023-11-06T12:00,65.5,67,54.1,59.3,0.000,0.000,0.000,0.000,2,57
2023-11-06T13:00,67.0,63,53.9,61.6,0.000,0.000,0.000,0.000,2,60
2023-11-06T14:00,67.1,61,53.4,61.9,0.000,0.000,0.000,0.000,3,100
2023-11-06T15:00,66.1,61,52.2,61.0,0.000,0.000,0.000,0.000,1,41
2023-11-06T16:00,63.6,65,51.7,58.7,0.000,0.000,0.000,0.000,1,39
2023-11-06T17:00,60.8,67,49.9,55.6,0.000,0.000,0.000,0.000,1,21
2023-11-06T18:00,58.9,68,48.3,53.4,0.000,0.000,0.000,0.000,0,5
2023-11-06T19:00,59.1,61,45.9,52.9,0.000,0.000,0.000,0.000,1,30
2023-11-06T20:00,57.7,63,45.0,51.3,0.000,0.000,0.000,0.000,2,78
2023-11-06T21:00,56.6,63,44.2,50.1,0.000,0.000,0.000,0.000,2,60
2023-11-06T22:00,55.8,64,43.8,49.5,0.000,0.000,0.000,0.000,3,97
2023-11-06T23:00,54.4,68,43.9,48.5,0.000,0.000,0.000,0.000,3,96
2023-11-07T00:00,52.6,71,43.6,47.2,0.000,0.000,0.000,0.000,3,99
2023-11-07T01:00,51.0,72,42.4,45.8,0.000,0.000,0.000,0.000,3,100
2023-11-07T02:00,49.4,72,40.8,44.1,0.000,0.000,0.000,0.000,3,100
2023-11-07T03:00,47.4,75,40.0,42.1,0.000,0.000,0.000,0.000,2,58
2023-11-07T04:00,45.0,80,39.1,39.8,0.000,0.000,0.000,0.000,2,68
2023-11-07T05:00,42.9,83,38.2,37.7,0.000,0.000,0.000,0.000,1,37
2023-11-07T06:00,41.3,84,36.9,35.7,0.000,0.000,0.000,0.000,0,7
2023-11-07T07:00,42.7,85,38.4,37.4,0.000,0.000,0.000,0.000,2,79
2023-11-07T08:00,44.7,78,38.2,39.8,0.000,0.000,0.000,0.000,1,46
2023-11-07T09:00,46.6,72,38.1,41.2,0.000,0.000,0.000,0.000,2,66
2023-11-07T10:00,48.8,68,38.8,43.7,0.000,0.000,0.000,0.000,1,42
2023-11-07T11:00,50.8,66,39.7,45.8,0.000,0.000,0.000,0.000,3,99
2023-11-07T12:00,51.8,65,40.3,46.6,0.000,0.000,0.000,0.000,1,44
2023-11-07T13:00,52.2,64,40.4,46.9,0.000,0.000,0.000,0.000,3,92
2023-11-07T14:00,51.3,65,40.0,45.8,0.000,0.000,0.000,0.000,2,78
2023-11-07T15:00,50.2,66,39.3,44.4,0.000,0.000,0.000,0.000,3,100
2023-11-07T16:00,48.3,70,39.1,42.0,0.000,0.000,0.000,0.000,3,100
2023-11-07T17:00,46.5,75,39.1,39.6,0.000,0.000,0.000,0.000,3,100
2023-11-07T18:00,45.6,77,38.8,39.2,0.000,0.000,0.000,0.000,3,100
2023-11-07T19:00,45.1,79,38.9,38.5,0.000,0.000,0.000,0.000,3,100
2023-11-07T20:00,44.7,81,39.1,38.0,0.000,0.000,0.000,0.000,3,100
2023-11-07T21:00,44.6,82,39.5,37.4,0.000,0.000,0.000,0.000,3,100
2023-11-07T22:00,44.9,82,39.8,37.5,0.000,0.000,0.000,0.000,3,100
2023-11-07T23:00,44.9,84,40.3,38.8,0.000,0.000,0.000,0.000,3,100
2023-11-08T00:00,44.3,86,40.4,37.8,0.000,0.000,0.000,0.000,3,98
2023-11-08T01:00,43.5,86,39.4,36.3,0.000,0.000,0.000,0.000,3,100
2023-11-08T02:00,45.1,80,39.4,38.4,0.000,0.000,0.000,0.000,3,100
2023-11-08T03:00,45.1,88,41.8,37.6,0.024,0.024,0.000,0.000,53,100
2023-11-08T04:00,46.4,85,42.1,38.9,0.004,0.004,0.000,0.000,51,100
2023-11-08T05:00,47.3,85,43.2,40.4,0.000,0.000,0.000,0.000,3,100
